Date,Category,Setting,Count
7/2019,Substance Use Disorders,Inpatient Discharges,961
8/2019,Substance Use Disorders,Inpatient Discharges,850
9/2019,Substance Use Disorders,Inpatient Discharges,883
10/2019,Substance Use Disorders,Inpatient Discharges,951
11/2019,Substance Use Disorders,Inpatient Discharges,916
12/2019,Substance Use Disorders,Inpatient Discharges,1053
1/2020,Substance Use Disorders,Inpatient Discharges,1183
2/2020,Substance Use Disorders,Inpatient Discharges,1036
3/2020,Substance Use Disorders,Inpatient Discharges,1080
4/2020,Substance Use Disorders,Inpatient Discharges,896
5/2020,Substance Use Disorders,Inpatient Discharges,905
6/2020,Substance Use Disorders,Inpatient Discharges,913
7/2020,Substance Use Disorders,Inpatient Discharges,1116
8/2020,Substance Use Disorders,Inpatient Discharges,1040
9/2020,Substance Use Disorders,Inpatient Discharges,962
10/2020,Substance Use Disorders,Inpatient Discharges,973
11/2020,Substance Use Disorders,Inpatient Discharges,1119
12/2020,Substance Use Disorders,Inpatient Discharges,1541
1/2021,Substance Use Disorders,Inpatient Discharges,1907
2/2021,Substance Use Disorders,Inpatient Discharges,1304
3/2021,Substance Use Disorders,Inpatient Discharges,1160
4/2021,Substance Use Disorders,Inpatient Discharges,997
5/2021,Substance Use Disorders,Inpatient Discharges,989
6/2021,Substance Use Disorders,Inpatient Discharges,954
7/2021,Substance Use Disorders,Inpatient Discharges,1028
8/2021,Substance Use Disorders,Inpatient Discharges,1198
9/2021,Substance Use Disorders,Inpatient Discharges,1291
10/2021,Substance Use Disorders,Inpatient Discharges,1294
11/2021,Substance Use Disorders,Inpatient Discharges,1197
12/2021,Substance Use Disorders,Inpatient Discharges,1360
1/2018,Unspecified Mental Disorders,Inpatient Discharges,9
2/2018,Unspecified Mental Disorders,Inpatient Discharges,13
3/2018,Unspecified Mental Disorders,Inpatient Discharges,18
4/2018,Unspecified Mental Disorders,Inpatient Discharges,12
5/2018,Unspecified Mental Disorders,Inpatient Discharges,15
6/2018,Unspecified Mental Disorders,Inpatient Discharges,12
7/2018,Unspecified Mental Disorders,Inpatient Discharges,17
8/2018,Unspecified Mental Disorders,Inpatient Discharges,8
9/2018,Unspecified Mental Disorders,Inpatient Discharges,8
10/2018,Unspecified Mental Disorders,Inpatient Discharges,12
11/2018,Unspecified Mental Disorders,Inpatient Discharges,12
12/2018,Unspecified Mental Disorders,Inpatient Discharges,10
1/2019,Unspecified Mental Disorders,Inpatient Discharges,11
2/2019,Unspecified Mental Disorders,Inpatient Discharges,15
3/2019,Unspecified Mental Disorders,Inpatient Discharges,17
4/2019,Unspecified Mental Disorders,Inpatient Discharges,14
5/2019,Unspecified Mental Disorders,Inpatient Discharges,8
6/2019,Unspecified Mental Disorders,Inpatient Discharges,13
7/2019,Unspecified Mental Disorders,Inpatient Discharges,14
8/2019,Unspecified Mental Disorders,Inpatient Discharges,13
9/2019,Unspecified Mental Disorders,Inpatient Discharges,14
10/2019,Unspecified Mental Disorders,Inpatient Discharges,13
11/2019,Unspecified Mental Disorders,Inpatient Discharges,13
12/2019,Unspecified Mental Disorders,Inpatient Discharges,14
1/2020,Unspecified Mental Disorders,Inpatient Discharges,19
2/2020,Unspecified Mental Disorders,Inpatient Discharges,15
3/2020,Unspecified Mental Disorders,Inpatient Discharges,20
4/2020,Unspecified Mental Disorders,Inpatient Discharges,14
5/2020,Unspecified Mental Disorders,Inpatient Discharges,16
6/2020,Unspecified Mental Disorders,Inpatient Discharges,16
7/2020,Unspecified Mental Disorders,Inpatient Discharges,23
8/2020,Unspecified Mental Disorders,Inpatient Discharges,26
9/2020,Unspecified Mental Disorders,Inpatient Discharges,14
10/2020,Unspecified Mental Disorders,Inpatient Discharges,8
11/2020,Unspecified Mental Disorders,Inpatient Discharges,15
12/2020,Unspecified Mental Disorders,Inpatient Discharges,21
1/2021,Unspecified Mental Disorders,Inpatient Discharges,45
2/2021,Unspecified Mental Disorders,Inpatient Discharges,20
3/2021,Unspecified Mental Disorders,Inpatient Discharges,13
4/2021,Unspecified Mental Disorders,Inpatient Discharges,16
5/2021,Unspecified Mental Disorders,Inpatient Discharges,15
6/2021,Unspecified Mental Disorders,Inpatient Discharges,16
7/2021,Unspecified Mental Disorders,Inpatient Discharges,8
8/2021,Unspecified Mental Disorders,Inpatient Discharges,23
9/2021,Unspecified Mental Disorders,Inpatient Discharges,21
10/2021,Unspecified Mental Disorders,Inpatient Discharges,23
11/2021,Unspecified Mental Disorders,Inpatient Discharges,21
12/2021,Unspecified Mental Disorders,Inpatient Discharges,27
